name,specialty,city,comment,rating,Label,probability
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,عالی خوبه,5,مثبت,92.5930
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,تروخدا یه فکری ب حال نوبت دهی بکنید،میخوام نوبت بگیرم نمیشه,5,خنثی,48.7068
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,نحوه نوبت دهی چگونه است ؟,5,خنثی,59.7468
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,دکتر بسیار عالی. نوبت دهی بسیار سخت .منشی بسیار بداخلاق,5,مثبت,72.7072
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,یکی از با وجدان ترین و کار بلد ترین دکترهایی هستند که میشناسم,5,مثبت,97.7070
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,دکتر بسیار کار بلد و عالی هستند,5,مثبت,96.7038
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,دکترش حرف نداره من ازش خیلی راضی هستم خدا خیرش بده,5,مثبت,92.6681
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,دکتر برای کودکان مثل دکتر رحمتی وجود نداره .... عالی,5,مثبت,94.7827
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,مگه بهتر از دکتر رحمتی داریم 👌👌,5,مثبت,71.7743
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,سلام.دکتر دانا و مهربانی هستن.تو کارشون عالی هستن.ما خانوادگی بچه هامونو پیش دکتر رحمتی میبریم,5,مثبت,95.1999
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,واقعا تشخیص شون عالیه,5,مثبت,97.1931
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,بهترین دکتر کودکان هستن معجزه میکنه,5,مثبت,98.4959
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,دکتر بسیار عالی و خوب و با حوصله و تشخیص درست هست من که ازش خیلی راضی هستم دوتا بچه هامو پیشش از زمان تولد بردم تا حالا که هر دفعه هم با تشخیص درست درمان شدن خدا خیرش بده انشاالله همیشه سالم و سلامت باشه,5,مثبت,97.9719
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,دکتر بسیار با تجربه,5,مثبت,97.5464
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,بسیار دکتر مهربان صبور و با دانشی هستن کلا تا بچه هام ببرم پیشش خوب میشن,5,مثبت,97.2020
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,واقعا جای تأسف داره.چند ساله که وضعیت پذیرش و فضای انتظار هیچ تغییر نکرده.آقای رحمتی وقتشه یه جای مناسب و در شأن بیماران تدارک ببینید.با تشکر,5,منفی,87.9859
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,با سلام بنظر بنده بهترین دکتر در بخش اطفال هستند,5,مثبت,94.8634
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,آقای دکتر رحمتی از بین پزشکان متخصص کودکان بهترین و کاربلدترین هستن ...ما خانوادگی به ایشون اعتقاد داریم ..صبور.متدین.پراز دانش و خوش اخلاق,5,مثبت,95.8180
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,بسیار بسیار عالی و فوق العاده دستانی شفا بخش بی نظیرن,5,مثبت,97.7897
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,سلام واقعا در حرفه ی خودشون بی نظیرن.دخترم ۸سال پیش ۴۰روزه بودن ریه ش چرک کرده بود دوبار بستریش کردن خوب نمیشد.تنها دکتری که درمانشان کرد دکتر رحمتی بود.تو اوج کرونا پسرم ۴ماهه بودن کرونا گرفته بود وتب بالا بستریش کردن.معجزه کردن دکتر اومدن تو بخش کووید بیمارستان کودکان.بالای سر بچه م.دارو تزریق کردن و صبح روز بعد مرخصش کردن گفتن ۵ روز بعد ببرمش مطب.خداروشکر خوب شد.خدا اول بهشون سلامتی بده.و از بلا بدور باشن.ما مادرها همیشه برای سلامتی آقای دکتر رحمتی دعا میکنیم.خدا شما رو همیشه محفوظ نگه داره از بلایا,5,مثبت,98.1414
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,خوش برخورد و دانا ، با تجربه خدا بهشون سلامتی بده,5,مثبت,94.6789
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,بسیار حاذق، توانمند و تشخیص دقیق,5,مثبت,96.4669
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,حرف اول رو میزنن در بندر ،بسیار کار بلد خوش اخلاق و تشخیص عالی,5,مثبت,97.2144
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,دخترم رو از موقع تولد که مریض شد هیچ دکتری تو بندر تشخیص نداد جز اقای رحمتی از اکن موقع ۸ سال میگذره هر وقت دخترم مریض میشه پیش خودشون میبرم معجزه میکنه سریع خوب میشه بهترین دکتر در بندر هستن ایشون,5,مثبت,94.3018
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,پزشک باحوصله و صد البته کاربلد و حاذق در زمینه تشخیص بیماری هم عالی هستن ایشون,5,مثبت,97.6962
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,داروی کم تشخیص عالی,5,مثبت,89.0055
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,خیلی دکتر خوش اخلاق وکار درست هستن هروقت رفتم نتیجه گرفتم دکتر خوبی هست,5,مثبت,96.5596
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,دکتربسیارباتجربه وخوش اخلاق، وباقدرت تشخیص بالایی که دارن عالی هستن ومحبوب من دخترم از نوزادی، پسرم از نوزادی زیر نظر استاد بودن وهمیشه نتیجه عالی بوده وهست که ارزوی سلامتی برای ایشان دارم.,5,مثبت,96.6189
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,دکتر رحمتی از باتجربه ترین پزشکان اطفال در شهر بندر عباس میباشد ارزوی سلامتی برای ایشان,5,مثبت,94.7889
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,اقای دکتررحمتی عالی هستندازهمه لحاظ.من اولین باره مراجعه داشتم ولی تعریف ایشان وخیلی شنیدم.اولین برخوردکه خیلی خوب بودن,5,مثبت,96.4843
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,واقعا آقای دکتر عالی هستن و وقت برا بیمارشون میزارن و با دقت به یکی یکی سوال های طرف جواب میدن,5,مثبت,98.6723
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,خوش اخلاق و کاربلد ترین دکتر,5,مثبت,95.1633
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,سلام دکتر خوب و با حوصله و با درک بیان بالا هستش با تشخیص عالی دارو به بیمار، ایشان کارشون از دید بنده خوب است.,4,مثبت,96.7840
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,واقعا قدرت تشخیص بسیار خوبی دارند,5,مثبت,98.4451
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,بهترین دکتر در حوزه تخصص کودکان در کل جنوب کشور هستند ایشون ... خداوند منان نگهدارشون باشه,5,مثبت,97.7498
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,با سلام، انصافا از حاذق ترین پزشکان استان هستند الحمدلله ماهمیشه بهترین نتیجه رو از طبابت آقای دکتر رحمتی گرفتیم آرزوی سلامتی وموفقیت داریم برای ایشون و همه ی شاگردانش,5,مثبت,96.4678
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,عالی بود,5,مثبت,93.2885
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,یکی از بهترین دکتراست,5,مثبت,97.5284
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,خداخیرش‌بدهدواقعاتشخیص‌بیماری‌وتجویزدارو‌‌خیلی‌خوب‌ میباشدوهیچگاه‌دارویی‌‌به‌اشتباه‌ویا‌بیش‌ازاندازه‌تجویزنکرده وبایکبارویزیت‌بیماردرمان‌شده‌است. . . .این‌تجربه‌۱۵سال‌،که همیشه‌برای‌درمان‌فرزندانم‌نزدایشان‌میرفتم‌ونتیجه‌میگرفتم,4.8,مثبت,96.2201
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,دکتر بسیار باتجربه و دلسوز با منشی بسیار مهربان فقط نوبت دهی سخته,5,مثبت,95.7710
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,دکتر عالی هستند نوبت گرفتن خیلی سخت شده یه فکری بکنید لطفاً,5,مثبت,96.5468
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,"با سلام، انصافا از حاذق ترین پزشکان استان هرمزگان هستند الحمدلله ماهمیشه بهترین نتیجه رو از طبابت آقای دکتر رحمتی گرفتیم با تشخیص به موقع چند سال پیش فرزند اولم مشکلش حل شد و در حال حاضر فرزند دومم پیش ایشان میبرم آرزوی سلامتی وموفقیت داریم برای ایشون و همه دکترها عزیز که ماندا"" و تمام قد مردم این سرزمین را مداوا می کنند. باتشکر وداعی",5,مثبت,95.0327
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,دکتر بی نظیری هستن ، فقط نمیدونم چرا توو سال جدید نمیتونم ازشون نوبت بگیرم,5,مثبت,91.0766
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,عالی هستن آقای دکتر رحمتی,5,مثبت,95.1310
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,هميشه سالم باشند بهترين هستند,5,مثبت,92.4266
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,بسیار دکتر عالی با تجربه زیاد و مهربان هستند پسر ۱ ماهه من ۱ هفته بود که سرما خورده بود و ریه هاش درگیر شده بود با درمان دکتر و بستری شدن توی بیمارستان توی ۴ روز خداروشکر عالی عالی شده,5,مثبت,98.0810
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,بهترین دکترکودکان تشخیص عالی,5,مثبت,98.2212
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,دستاش معجزه گره,5,مثبت,74.7106
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,بسیار توانمند,5,مثبت,94.3587
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,دکتر متدین با حوصله و با قدرت تشخیص فوق العاده بالا...خدا بهشون پاداش خیر بده و عاقبت بخیر باشن ان شالله,5,مثبت,96.7200
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,بسيار با اخلاق ،با حوصله ،متخصص هستندبيماري را به خوبي تشخيص ميدهند و داروهاي كه تجويز ميكنند به خوبي و در مدت كمي بيمار سرپا ميشود انشاالله هميشه سالم و تندرست باشند,5,مثبت,96.6421
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,بسیار پزشک حاذق و متخصص، تشخصیش عالیه، و داروهاشم سریع جواب میده، کاربلده کلا,5,مثبت,96.5707
دکتر محمد باقر رحمتی,فوق تخصص بیماری‌های عفونی کودکان,بندرعباس,دکتر کارش عالی هست من دو تا بچه هام از نوزادی زیر نظر آقای دکتر هستن. از حاجی آباد,5,مثبت,96.1602
دکتر فرزانه روحانی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم کودکان (اندوکرینولوژی کودکان),تهران,فعلا تحت درمان هستیم یک جلسه فقط رفتیم نظر خاصی نمیتونم بدم فقط این که ایشون خیلی مهربون و خوش برخورد هستن,5,خنثی,63.3178
دکتر فرزانه روحانی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم کودکان (اندوکرینولوژی کودکان),تهران,خدا ازش نگذره ،پارسال دخترمو بردم با وجود اینکه تایید کرد که بلوغ زودرس داره ولی فقط چند تا تقویتی داد و جلوی پیشرفتش رو نگرفت،بچه امسال پریود شده و هرجا میبرم میگن کار از کار گذشته و همون پارسال باید درمان میشد.,1,منفی,48.9522
دکتر فرزانه روحانی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم کودکان (اندوکرینولوژی کودکان),تهران,بسیاااار ناراضی هستیم دو ساله که دختر ما به علت بلوغ زود رس تحت نظر ایشون هستن اصلا خوب نشدن .برخورد خانم روحانی بسیار بد بود و هر دفعه از ما میخوان که پول بیشتری بدیم تا نسخه برامون بنویسن,1,منفی,96.4393
دکتر فرزانه روحانی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم کودکان (اندوکرینولوژی کودکان),تهران,نتیجه نگرفتم که هیچ فقط درمان بیمارم به تاخیر افتاد و درمانش مشکل تر شد دکتر بشدت پولکی و جدیدا هم برای فرار از مالیات فقط پول نقد قبول می کنه و مریض ها رو بیچاره می کنه,1,منفی,86.0222
دکتر فرزانه روحانی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم کودکان (اندوکرینولوژی کودکان),تهران,مسیر درمان مناسبی برای جلوگیری از بلوغ زود رس دخترم پیش گرفتند. اما برای دیدن ازمایش باید هزینه جدا پرداخت کرد. و همینطور برای نوشتن دارو بیشتر از یک دوز، ۱۰۰هزار تومان هزینه ثبت دارو دریافت میکنن. و کلا هم در مطب باید بصورت نقدی پرداخت کرد که این مسائل بنده رو به فکر تعویض پزشک دخترم انداخته.,3,خنثی,66.6073
دکتر فرزانه روحانی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم کودکان (اندوکرینولوژی کودکان),تهران,خوب بودن تا الان بهترین دکتر بودن با قرص و امپول جمع کردن,5,مثبت,96.5880
دکتر فرزانه روحانی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم کودکان (اندوکرینولوژی کودکان),تهران,اصلا به وقت و زمان پول مردم ارزش قایل نیست فقط باید ویزیت رو نقدی پرداخت کنید اصلأ پیشنهاد نمیکنم,1,منفی,98.2181
دکتر فرزانه روحانی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم کودکان (اندوکرینولوژی کودکان),تهران,متاسفانه علیرغم‌تعاریفی که شده بود بسیار بیزینسی برخورد‌کردند و نگاه کاسب معانه شون کاملااا مشهود هست. از همان ابتدا که هزینه ویزیت بالاتر رو نقدی دریافت میکنند و‌مریض‌براشون اولویت چندانی نداره. بدتر برای دیدن عکسی که تجویز کردن هم هزینه ویزیت مجدد میخوان که پول دوستی شون‌رو‌ثابت میکنه. واقعا من حس خوبی از طبابتشون نگرفتم و‌ریسک نکردم دخترم به ایشون بسپارم از زاویه درمان هم وقت خیلی کوتاهی گذاشتن و‌خیلی راغب به شنیدن شرح درمانشون نبودن ولی یک عکس و ازمایش تجویز کردن و متاسفانه پروسه درمان با ایشون رو ادامه ندادم‌و‌ریسک‌نکردم‌، لذا نظری در خصوص نتیجه درمانی نمیتونم بدم و قضاوت کنم,1,منفی,86.4400
دکتر فرزانه روحانی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم کودکان (اندوکرینولوژی کودکان),تهران,دکتر برای برادر زاده من فقط ۲ دقیقه وقت گذاشت البته برای همه مریضها در طول مدتی که ما در انتظار نوبت بودیم غیر از نبود هیجکی بیش از چند دقیقه ویزیتش طول نمیکشید بسیار دکتر غیر مسئولی هست ویزیت ۱۵۰ هزار تومان برای دو دقیق تعجب اور است من اصلا ایشان به هیچکی پیشنهاد نمیکنم,1,منفی,91.2129
دکتر فرزانه روحانی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم کودکان (اندوکرینولوژی کودکان),تهران,اصلا وقت نميذارن و خيلي تند برخورد ميكنن متاسفانه جلوي بچم گفت دير اورديش عقب مونده ذهني ميشه متاسفم واسشون,1,منفی,97.3438
دکتر فرزانه روحانی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم کودکان (اندوکرینولوژی کودکان),تهران,عالی بود,1,مثبت,93.2885
دکتر فرزانه روحانی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم کودکان (اندوکرینولوژی کودکان),تهران,عالی,4,مثبت,96.7310
دکتر فرزانه روحانی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم کودکان (اندوکرینولوژی کودکان),تهران,عالی,5,مثبت,96.7310
دکتر فرزانه روحانی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم کودکان (اندوکرینولوژی کودکان),تهران,خوب,5,مثبت,84.1696
دکتر فرزانه روحانی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم کودکان (اندوکرینولوژی کودکان),تهران,عالی,5,مثبت,96.7310
دکتر فرزانه روحانی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم کودکان (اندوکرینولوژی کودکان),تهران,خوب,5,مثبت,84.1696
دکتر فرزانه روحانی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم کودکان (اندوکرینولوژی کودکان),تهران,خوب بود,5,مثبت,76.9614
دکتر فرزانه روحانی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم کودکان (اندوکرینولوژی کودکان),تهران,عالی,5,مثبت,96.7310
دکتر فرزانه روحانی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم کودکان (اندوکرینولوژی کودکان),تهران,عالی,5,مثبت,96.7310
دکتر فرزانه روحانی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم کودکان (اندوکرینولوژی کودکان),تهران,خوب,5,مثبت,84.1696
دکتر فرزانه روحانی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم کودکان (اندوکرینولوژی کودکان),تهران,خوب بود,5,مثبت,76.9614
دکتر فرزانه روحانی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم کودکان (اندوکرینولوژی کودکان),تهران,دکتر بسیار خوب و باحوصله و بااخلاقی هستند. من برای بلوغ زودرس دخترم مرلجعه کردم. پزشک دیگه گفته بود باید آمپول هورمونی بگیره تو ۷ سالگی. ولی ایشون گفتن فعلا لازم نیست. خدا خیرشون بده.,5,مثبت,96.0984
دکتر فرزانه روحانی,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم کودکان (اندوکرینولوژی کودکان),تهران,خوب,5,مثبت,84.1696
دکتر شاهصنم غیبی,فوق تخصص بیماری‌های گوارش کودکان,ارومیه,تشخیصش خوبه ولی خیلی بداخلاقه و آدم نمیتونه راحت سوالاشو بپرسه،,3,خنثی,49.7919
دکتر شاهصنم غیبی,فوق تخصص بیماری‌های گوارش کودکان,ارومیه,تشکر و قدردانی از خانم دکتر عزیز و منشی مهمان نواز,5,مثبت,94.1073
دکتر شاهصنم غیبی,فوق تخصص بیماری‌های گوارش کودکان,ارومیه,اولین بار بود رفتم ولی بد اخلاق بود تند برخورد کرد,1,منفی,67.0020
دکتر شاهصنم غیبی,فوق تخصص بیماری‌های گوارش کودکان,ارومیه,۴ساعت در مطب منتظر بودم جواب آندوسکوپ برده بودم گذشته از هزینه آندوسکوپ ۸۰هزار تومان هم برای نگاه کردن به جواب پاتولوژی پرداخت کردم با این همه صبر و انتظار متاسفانه دکتر غیبی یک دقیقه حوصله نکرد حتی به یک سوالم جواب بدهد با بد اخلاقی خیلی زیاد فقط میگفت خسته ام وقتم ونگیر واقعا جای تاسف است فقط بلدند پول بگیرند نوبت معاینه که میرسد حوصله ندارند بابت نوشتن یک نسخه هم برای مغانه وهم برای نگاه کردن جواب آزمایش حوصله پول گرفتن دارند اما حوصله جواب دادن به دو سوال را ندارند دکتر اول باید اول اخلاق داشته باشد خصوصا دکتر کودکان بعد ادعای دکتر بودن بکند دکتر باید در حد توانش ویزیت بکند اگر خسته است و حوصله ندارد برای چی اینهمه ویزیت میکند,1,منفی,89.7768
دکتر شاهصنم غیبی,فوق تخصص بیماری‌های گوارش کودکان,ارومیه,مشاوره یا نتیجه آزمایش اگر بیشتر از ۲۴ ساعت سپری شود منشی طلب پول ویزیت می کند ؛چون دستور خانم دکتر است خب خانم دکتر اگر شما مطب را بطور ناخواسته برای ۲۴ ساعت تعطیل کنید بازم از مراجعه کننده حق ویزیت طلب می کنید؟ شما که رفتید بخدا ملت دستگاه پول سازی شما نیستن,1,خنثی,49.2561
دکتر شاهصنم غیبی,فوق تخصص بیماری‌های گوارش کودکان,ارومیه,"اصلا نوزاد رو معاینه نمیکنه, سریع و هول هولکی چند تا سوال میپرسه و دارو تجویز میکنه , بعد زنگو میزنه و باید سریع بریم بیرون , حق برگشتن و سوال پرسیدن هم نداریم",3,منفی,94.9335
دکتر شاهصنم غیبی,فوق تخصص بیماری‌های گوارش کودکان,ارومیه,عالی,5,مثبت,96.7310
دکتر شاهصنم غیبی,فوق تخصص بیماری‌های گوارش کودکان,ارومیه,عالیییی,5,مثبت,96.7310
دکتر شاهصنم غیبی,فوق تخصص بیماری‌های گوارش کودکان,ارومیه,خوب بود,5,مثبت,76.9614
دکتر شاهصنم غیبی,فوق تخصص بیماری‌های گوارش کودکان,ارومیه,خوب بود,4,مثبت,76.9614
دکتر شاهصنم غیبی,فوق تخصص بیماری‌های گوارش کودکان,ارومیه,خوب,3,مثبت,84.1696
دکتر شاهصنم غیبی,فوق تخصص بیماری‌های گوارش کودکان,ارومیه,عالی بود,5,مثبت,93.2885
دکتر شاهصنم غیبی,فوق تخصص بیماری‌های گوارش کودکان,ارومیه,خوب بود,4,مثبت,76.9614
دکتر شاهصنم غیبی,فوق تخصص بیماری‌های گوارش کودکان,ارومیه,عالی واقعا دکتر خوبیه,5,مثبت,95.7816
دکتر شاهصنم غیبی,فوق تخصص بیماری‌های گوارش کودکان,ارومیه,دخترم پنج ساله مریض خانم دکتر هستن خیلی هم عالی دخترم ویزیت میشه، ممنون از خانم دکتر عزیز,5,مثبت,97.3265
دکتر شاهصنم غیبی,فوق تخصص بیماری‌های گوارش کودکان,ارومیه,بسیار پزشک با اخلاق و با تجربه ای هستن,5,مثبت,96.6226
دکتر شاهصنم غیبی,فوق تخصص بیماری‌های گوارش کودکان,ارومیه,خوب,5,مثبت,84.1696
دکتر محمدرضا غفاری,تخصص بیماری‌های کودکان,تهران,بسیار دکتر عالی هستن,5,مثبت,96.8874
دکتر محمدرضا غفاری,تخصص بیماری‌های کودکان,تهران,بسیار پزشک حاذق و مخصوصا با حوصله در درمان کودکان.,5,مثبت,97.3949
دکتر محمدرضا غفاری,تخصص بیماری‌های کودکان,تهران,بی نظیرن,5,مثبت,96.1081
دکتر محمدرضا غفاری,تخصص بیماری‌های کودکان,تهران,دکتر فوق العاده خوبی هستن من دخترمو از نوزادی پیش ایشون بردم تا الان که شش سالش هست,5,مثبت,95.8378
دکتر محمدرضا غفاری,تخصص بیماری‌های کودکان,تهران,آرامششون فوق العاده هست هیچ استرسی ب مادر نمیدن و همه چیو با دقت میبینن من با اینکه فوق العاده راهم دوره ولی فقط پیش دکتر رو ترجیح میدم برای چکاپ فرزندم,5,مثبت,95.3737
دکتر محمدرضا غفاری,تخصص بیماری‌های کودکان,تهران,من چهارساله پسرم تحت نظر ایشونه و کاملا راضی هستم,5,مثبت,94.5063
دکتر محمدرضا غفاری,تخصص بیماری‌های کودکان,تهران,پزشک باشخصیت و محترمی هستند تشخیص قابل اعتمادی دارند به لحاظ روانی خانواده بچه رو تحت فشاز نمیذارن که پول بیخود بگیرن,5,مثبت,94.9471
دکتر محمدرضا غفاری,تخصص بیماری‌های کودکان,تهران,پزشک خوبی هستند، الکی دارو تجویز نمی کنند، به مادر آرامش می دهند، کاملا حرفه ای عمل می کنند,5,مثبت,96.1839
دکتر محمدرضا غفاری,تخصص بیماری‌های کودکان,تهران,در تشخیص عالی هستند,5,مثبت,94.2026
دکتر محمدرضا غفاری,تخصص بیماری‌های کودکان,تهران,بسیار حاذق و علم به روز دارند و بسیار صبورند,5,مثبت,95.8012
دکتر محمدرضا غفاری,تخصص بیماری‌های کودکان,تهران,خیلی خوب و باحوصله . تشخیص عالی . اهل دادن داروهای الکی و زیاد هم نیستن,5,مثبت,97.4782
دکتر محمدرضا غفاری,تخصص بیماری‌های کودکان,تهران,خیلی دکتر خوبی هستن .صبور و خوش اخلاق نوبت دهی عالی,5,مثبت,96.6452
دکتر محمدرضا غفاری,تخصص بیماری‌های کودکان,تهران,بسیار دلسوز و خبره، همراه با آرامشی که مادر پر از استرس رو آروم می کنه .,5,مثبت,97.3512
دکتر محمدرضا غفاری,تخصص بیماری‌های کودکان,تهران,خوب بود,5,مثبت,76.9614
دکتر محمدرضا غفاری,تخصص بیماری‌های کودکان,تهران,عالی,5,مثبت,96.7310
دکتر محمدرضا غفاری,تخصص بیماری‌های کودکان,تهران,عالی,5,مثبت,96.7310
دکتر محمدرضا غفاری,تخصص بیماری‌های کودکان,تهران,خوب بود,5,مثبت,76.9614
دکتر محمدرضا غفاری,تخصص بیماری‌های کودکان,تهران,عالی,5,مثبت,96.7310
دکتر محمدرضا غفاری,تخصص بیماری‌های کودکان,تهران,عالی,5,مثبت,96.7310
دکتر محمدرضا غفاری,تخصص بیماری‌های کودکان,تهران,عالی,5,مثبت,96.7310
دکتر محمدرضا غفاری,تخصص بیماری‌های کودکان,تهران,عالی,5,مثبت,96.7310
دکتر محمدرضا غفاری,تخصص بیماری‌های کودکان,تهران,عالی,5,مثبت,96.7310
دکتر محمدرضا غفاری,تخصص بیماری‌های کودکان,تهران,عالی,5,مثبت,96.7310
دکتر محمدرضا غفاری,تخصص بیماری‌های کودکان,تهران,عالی,5,مثبت,96.7310
دکتر محمدرضا غفاری,تخصص بیماری‌های کودکان,تهران,عالی بود,5,مثبت,93.2885
دکتر محمدرضا غفاری,تخصص بیماری‌های کودکان,تهران,عالی,5,مثبت,96.7310
دکتر محمدرضا غفاری,تخصص بیماری‌های کودکان,تهران,عالی,5,مثبت,96.7310
دکتر محمدرضا غفاری,تخصص بیماری‌های کودکان,تهران,عالی,5,مثبت,96.7310
دکتر محمدرضا غفاری,تخصص بیماری‌های کودکان,تهران,بسیار عالی- از بدو تولد تا کنون که دخترم ۴ ساله هست دکتر را میشناسیم‌ و فقط نزد ایشان برای درمان رفته ایم و به خاطر دقت بسیار بالای دکتر جهت درمان بیماری ، حتی دکتر دیگری را انتخاب نکرده ایم . بسیار مهربان و دلسوز ، دقت بالا، روش درمان عالی,5,مثبت,97.8492
دکتر محمدرضا غفاری,تخصص بیماری‌های کودکان,تهران,ایشون بی شک بهترین با اخلاقترین و صبورترین پزشک اطفال هستند با تشخیص بسیار حرفه ای و عالی,5,مثبت,98.2639
دکتر محمدرضا غفاری,تخصص بیماری‌های کودکان,تهران,بسیار عالی و صبور . اصلا استرس نمی دهند..,5,مثبت,97.8166
