name,specialty,city,comment,rating,Label,probability,Manual labeling
دکتر مجید محله ای,فوق تخصص طب نوزادی و پیرامون تولد,تبریز,آقای دکتر واقعا با آرامش با بیمار برخورد می کنند خدا خیرشون بده. اصلا از درمان های تهاجمی استفاده نمی کنند.,5,مثبت,77.6365,مثبت
دکتر مجید محله ای,فوق تخصص طب نوزادی و پیرامون تولد,تبریز,"خدا خیرش بده،عالیه عالی هفت ماهه دخترم معالجه می کنه ،هم خوش اخلاق،هم با تجربه،هم مهربان",5,مثبت,97.4522,مثبت
دکتر مجید محله ای,فوق تخصص طب نوزادی و پیرامون تولد,تبریز,عالیه خدا خیرشون بده نوزاد ۷ روزم با یک بار ویزیت درمان شد,5,مثبت,98.2803,مثبت
دکتر مجید محله ای,فوق تخصص طب نوزادی و پیرامون تولد,تبریز,خیلی دکتر خوبی هستن هم با اخلاق هم با تجربه,5,مثبت,97.2199,مثبت
دکتر مجید محله ای,فوق تخصص طب نوزادی و پیرامون تولد,تبریز,بسيار دكتر با اخلاق و با دانشي هستند وتجويز هاشون عاليه,5,مثبت,97.3701,مثبت
دکتر مجید محله ای,فوق تخصص طب نوزادی و پیرامون تولد,تبریز,سلام واقعا دکتر خیلی با سواد و دلسوز کودکان,5,مثبت,97.217,مثبت
دکتر مجید محله ای,فوق تخصص طب نوزادی و پیرامون تولد,تبریز,اولین بار بود مراجعه کردیم خوب بود,4,مثبت,96.6103,مثبت
دکتر مجید محله ای,فوق تخصص طب نوزادی و پیرامون تولد,تبریز,واقعا بی نظیره.اطلاعات و سطح علمشون خیلی خیلی بالاست.توصیه شدید میکنم حتما مراجعه کنید,5,مثبت,98.5239,مثبت
دکتر مجید محله ای,فوق تخصص طب نوزادی و پیرامون تولد,تبریز,دکتر فوق العاده ای هستن,5,مثبت,90.2877,مثبت
دکتر مجید محله ای,فوق تخصص طب نوزادی و پیرامون تولد,تبریز,خیلی دکتر با اخلاق و با تجربه ای هستن. ۴ ماهه پسرم و برای کنترل پیش ایشون میبرم. واقعا دکتر فوق العاده ای هستن.,5,مثبت,97.3861,مثبت
دکتر محمدعلی رضایی نایه,فوق تخصص بیماری‌های عفونی کودکان,تهران,سلام خیلی کارشون عالیه من دخترم از وقتی به دنیا اومده میبرم پیش ایشون الان دخترم ۱۰سالشه واقعا تجویز دکتر عالیه وبایه نسخنه درمان میکنن,5,مثبت,98.4058,مثبت
دکتر ثمیله نوربخش,فوق تخصص بیماری‌های عفونی کودکان,تهران,خوب,5,مثبت,84.1696,مثبت
دکتر محمدحسین توحیدی فر,تخصص بیماری‌های کودکان,یزد,عالی بودن ایشان...,5,مثبت,94.2685,مثبت
دکتر سیدجواد سیدی,فوق تخصص بیماری‌های ریه کودکان,مشهد,تشکرفراوان ازدکترسیدی بابت تشخیص درست ودقیق ایشون من زندگی پسرم ومدیون ایشون هستم,5,مثبت,95.7154,مثبت
دکتر سیدجواد سیدی,فوق تخصص بیماری‌های ریه کودکان,مشهد,بیماری دختر من رو فقط ایشون تونستن تشخیص بدن و واقعا دخترم حالش کاملا خوب شد خدا خیرشون بده انشاالله هرچی از خدا میخوان بهش برسن,5,مثبت,91.0326,مثبت
دکتر سیدجواد سیدی,فوق تخصص بیماری‌های ریه کودکان,مشهد,"تشخیص دکتر عالی بود ،اخلاق آقای دکتر عالی بود. فقط بیماران بسیار ی که آشنا هستند خارج از نوبت ویزیت شدند ،حتی با داشتن نوبت حداقل دو ساعت معطلی دارد.",4,منفی,63.641,مثبت
دکتر سیدجواد سیدی,فوق تخصص بیماری‌های ریه کودکان,مشهد,ایشون دکتر خوبی هستند اما تعداد صندلی هاشونو باید افزایش بدهند و شماره بیماران مثل بانکها مشخص باشد. برای مثال ما شماره دو بودیم اما شماره سی رفت داخل و وقتی به منشی اعتراض کردیم مثلا با ما لج کرد و تا ساعت ده شب نوبت ما نشد.,4,خنثی,52.1197,منفی
دکتر سیدجواد سیدی,فوق تخصص بیماری‌های ریه کودکان,مشهد,دکتر خویی هستن صبور و خوش برخورد ولی منشی بد اخلاق و مطب نا منظم من وقت اینترنتی داشتم واسه ساعت ۴وبیست دقیقه بعد از ۲ساعت معطلی رفتم داخل اتاق پزشک واقعا رفتار منشی خیلی مهم هست,4,مثبت,90.5628,منفی
دکتر سیدجواد سیدی,فوق تخصص بیماری‌های ریه کودکان,مشهد,بسیار دکتر خوش برخورد وحاذقی هستند ولی اخلاق منشی خوب نیست,5,مثبت,87.4789,مثبت
دکتر سیدجواد سیدی,فوق تخصص بیماری‌های ریه کودکان,مشهد,با سلام خدمت دوستان و تشکر فراوان از آقای دکتر سیدی تشخیص و تخصص آقای دکتر عالی ولی زمان انتظار نوبت بسیار بسیار طولانی است و به هیچ عنوان رعایت مدت انتظار ۱۵ دقیقه انجام نمی گیرد و با توجه به گروه بیماران که کودکان می باشند و کودکان صبر و حوصله پایینی دارند باعث آزار و اذیت کودک می گردد که به مدیریت زمانی بهتر نیاز دارد. ضمنا تردد افراد متفرقه بدون نوبت که از آشنایان و دوستان کارکنان مطب می باشند باعث افزایش معطلی بیماران می شود.,3,منفی,76.8441,منفی
دکتر سیدجواد سیدی,فوق تخصص بیماری‌های ریه کودکان,مشهد,دکتر بسیار خوبی هستند. ولی منشی دکتر اصلا خوب نیستن,4,منفی,57.1663,مثبت
دکتر سیدجواد سیدی,فوق تخصص بیماری‌های ریه کودکان,مشهد,آقای دکتر از همه لحاظ اخلاق تخصص انسان دوست و.....کامل هستن.,5,مثبت,96.5951,مثبت
دکتر سیدجواد سیدی,فوق تخصص بیماری‌های ریه کودکان,مشهد,"سلام ممنون سپاسگذارم از زحمات آقای دکتر ،خداروشکر سلفه های پسرم خییلی خوب شد آقای دکتر پسرم رو خوب کردن ،یک دنیا ممنون",5,مثبت,95.3187,مثبت
دکتر سیدجواد سیدی,فوق تخصص بیماری‌های ریه کودکان,مشهد,سلام خسته نباشین آقای دکتر من پسرم ریه سمت چپش درگیر شده بود با لطف آقای دکتر خیلی بهتر شد خدارو شکر خیلی دکتر با اخلاق و مهربان هستند,3,مثبت,95.6428,مثبت
دکتر سیدجواد سیدی,فوق تخصص بیماری‌های ریه کودکان,مشهد,این دکتر جدا ازاینکه پزشک خوبیه یک انسان واقعیه فقط یکم نوبت گرفتن سخته براش آرزوی سلامتی میکنم,5,مثبت,91.3504,مثبت
دکتر سیدجواد سیدی,فوق تخصص بیماری‌های ریه کودکان,مشهد,دکتربسیار حاذق و باتجربه ای هستند .,5,مثبت,95.5163,مثبت
دکتر سیدجواد سیدی,فوق تخصص بیماری‌های ریه کودکان,مشهد,برخورد بسيار عالي دكتر و موثر بودن دستورات دارويي ايشان,5,مثبت,97.9872,مثبت
دکتر سیدجواد سیدی,فوق تخصص بیماری‌های ریه کودکان,مشهد,ایشان بسیار حاذق و ماهر هستند وبسیار دلسوز خدا خیرشون بده,5,مثبت,96.34,مثبت
دکتر مهشید مهدی زاده,فوق تخصص بیماری‌های خون و سرطان (هماتولوژی انکولوژی) کودکان,تهران,خوب,5,مثبت,84.1696,مثبت
دکتر مهشید مهدی زاده,فوق تخصص بیماری‌های خون و سرطان (هماتولوژی انکولوژی) کودکان,تهران,عالی بود,5,مثبت,93.2885,مثبت
دکتر مجید میرمسعودی,تخصص بیماری‌های کودکان,ملارد,دکتر خیلی خوبی هست پسرم اسهال خونی داشت پنج تادکتر رفتم خوب نشد این دکتر اصلا داروهای داد که دکترهای قبلی نداده بودند بغیر از شیاف همورویید بقیه داروها جدید بود بچم خورد خوب شد,5,مثبت,95.8537,مثبت
دکتر ناهید جعفری,فوق تخصص طب نوزادی و پیرامون تولد,زنجان,دکتر فوق العاده خوش اخلاق و خوش برخود,5,مثبت,96.2039,مثبت
دکتر ناهید جعفری,فوق تخصص طب نوزادی و پیرامون تولد,زنجان,خوب بود,5,مثبت,76.9614,مثبت
دکتر ناهید جعفری,فوق تخصص طب نوزادی و پیرامون تولد,زنجان,عالی,5,مثبت,96.731,مثبت
دکتر ناهید جعفری,فوق تخصص طب نوزادی و پیرامون تولد,زنجان,خوب بود,5,مثبت,76.9614,مثبت
دکتر ناهید جعفری,فوق تخصص طب نوزادی و پیرامون تولد,زنجان,عالی بود,5,مثبت,93.2885,مثبت
دکتر حجت درخشان فر,فوق تخصص بیماری‌های ریه کودکان,تهران,"اگر بخوام در مورد ایشون یک کلمه بگم (مسیح معاصر) ، دقیقترین معاینه ، بهترین و دقیقترین تشخیص و سریعترین و موثردرین درمان... ۱۰۰ از ۱۰۰ بی اغراق",5,مثبت,96.4057,مثبت
دکتر فریدون نیروزاد,تخصص بیماری‌های کودکان,دزفول,"دکتر فریدون نیروزاد بهترین دکتر کودکان خاورمیانه خلی عالی، کارش عالی، خودش عالی همش عالی",5,مثبت,97.6767,مثبت
دکتر علیرضا اسدی,فوق تخصص طب نوزادی و پیرامون تولد,مشهد,عالی,4,مثبت,96.731,مثبت
دکتر علیرضا اسدی,فوق تخصص طب نوزادی و پیرامون تولد,مشهد,خوب,5,مثبت,84.1696,مثبت
دکتر فریدون آشنایی,فوق تخصص بیماری‌های قلب کودکان,تهران,عالی,5,مثبت,96.731,مثبت
دکتر فریدون آشنایی,فوق تخصص بیماری‌های قلب کودکان,تهران,عالی,5,مثبت,96.731,مثبت
دکتر زهرا کلانتری,فلوشیپ چشم‌پزشکی کودکان و انحراف چشم (استرابیسم),شیراز,خانم دکتر خیلی با صبر و حوصله دختر من رو معاینه کردند و خوش اخلاق بودند,5,مثبت,94.6855,مثبت
دکتر صدیقه برفیی,تخصص بیماری‌های کودکان,سیرجان,تشخیصشون خوبه ..اما رفتارشون یکم مناسب دکتر اطفال نیست و اینکه بینهایت بینهایت منشی های تند اخلاقی دارند ..نوبت دهی سخت و بی نظم,2.2,خنثی,88.351,منفی
دکتر صدیقه برفیی,تخصص بیماری‌های کودکان,سیرجان,دکتر خوبیه ولی بسیار بداخلاق و با بچه ها بد رفتار میکنن که باعث میشه از اضطراب گریه کنن کاش با بچه ها کمی مهربانتر رفتار میکردن حالا که کارشون با نوزادان و کودکان هست.,1,خنثی,60.1673,منفی
دکتر صدیقه برفیی,تخصص بیماری‌های کودکان,سیرجان,ای کاش وقتی ک از راه دور میریم مطب بهمون نوبت حضوری بده ..بچم خیلی حالش بدبود نوبت بهم ندادگف برو از۱۲شب ب بعد اینترنتی نوبت بگیر واقعاخیلی سخته,1,منفی,89.7452,منفی
دکتر صدیقه برفیی,تخصص بیماری‌های کودکان,سیرجان,تشخیص دکتر عالیه ولی دوماه هرچی میرم مطب نمیتونم نوبت بگیرم لطفا یه فکر درست بردارید برای نوبت ها,5,مثبت,73.8028,مثبت
دکتر صدیقه برفیی,تخصص بیماری‌های کودکان,سیرجان,بسیارخوب هستندخانم دکتر,5,مثبت,88.8019,مثبت
دکتر صدیقه برفیی,تخصص بیماری‌های کودکان,سیرجان,تشخيص بيماري هاي فرزندانم همه رو درست انجام دادن و سريع خوب شدن,5,مثبت,97.1742,مثبت
دکتر صدیقه برفیی,تخصص بیماری‌های کودکان,سیرجان,"بهترین پزشک اطفال در سیرجان. قبلا پزشک خودم بوده الان پزشک پسرم هست کارش، فوق العاده عالیه واقعا دست مریضاد",5,مثبت,98.023,مثبت
دکتر صدیقه برفیی,تخصص بیماری‌های کودکان,سیرجان,"بهترین دکتر.عالی ترین،اما چه فایده.وقتی بچه من تحت نظر ایشونن و توضیحاتو دادم و در حریان بیماری بچه من هستن دفعه بعد نوبت ازشون گیرم نمیاد خودمو خفه میکنم که نمیتونم نوبت بگیرم چه فایده داره.قانون نوبت دهیشون مسخره ترین قانونه.میباست برای بیمارای همیشگیشون پرونده داشته باشن که وقتی میری بدونن این بیمار به همین دکتر نیاز داره.ایشونن که مشکل بچه منو میدونه.ولی وقتی نوبت گیرت نیاد باید دوباره توضیح به یه دکتر دیگه بدی.",5,مثبت,92.082,مثبت
دکتر عباس غیرتمند,تخصص بیماری‌های کودکان,یزد,"واقعا دکتر غیرتمند با تجربه و خوش برخورد، با صبر وحوصله به سخنان مادران گوش میکنه وبا بچه ها فوق العاده مهربان .هر موقع پسرم رو پیشش میبرم با داروهایی که بهش میده سریع حال پسرم خوب میشه. من هر دو فرزندم همین دکتر بوده عالی درجه ۱ 👌👌👌",5,مثبت,98.6245,مثبت
دکتر عباس غیرتمند,تخصص بیماری‌های کودکان,یزد,سلام خیلی ممنون از آقا دکتر غیرتمند من خیلی ازشون راضی هستم,5,مثبت,94.948,مثبت
دکتر عباس غیرتمند,تخصص بیماری‌های کودکان,یزد,عالی,5,مثبت,96.731,مثبت
دکتر عباس غیرتمند,تخصص بیماری‌های کودکان,یزد,واقعا واقعا دکتر خوش برخورد مهربان با دانش بالایی هستند.,5,مثبت,98.2461,مثبت
دکتر عباس غیرتمند,تخصص بیماری‌های کودکان,یزد,عالی و خوش برخورد هستن,5,مثبت,94.1174,مثبت
دکتر عباس غیرتمند,تخصص بیماری‌های کودکان,یزد,پزشک فوق العاده هستن و با صبوری تمام حرف ها را گوش می دهند و تشخیص عالی دارند,5,مثبت,97.7395,مثبت
دکتر عباس غیرتمند,تخصص بیماری‌های کودکان,یزد,عالی,5,مثبت,96.731,مثبت
دکتر فاطمه چراغعلی,فوق تخصص بیماری‌های عفونی کودکان,گرگان,همه چیز عااااالی.برخورد منشی کاملا صبورانه و قابل تحسین,5,مثبت,97.4371,مثبت
دکتر فاطمه چراغعلی,فوق تخصص بیماری‌های عفونی کودکان,گرگان,عالی,4,مثبت,96.731,مثبت
دکتر فاطمه چراغعلی,فوق تخصص بیماری‌های عفونی کودکان,گرگان,عالی,5,مثبت,96.731,مثبت
دکتر قاسم شمس الدینی,تخصص بیماری‌های کودکان,یزد,بسیار عالی با تشخیص درست و بادرایت,5,مثبت,98.0971,مثبت
دکتر قاسم شمس الدینی,تخصص بیماری‌های کودکان,یزد,عالی هستن واقعا.بسیار با حوصله بادقت گوش میدن وبسیار مفصل توضیح میدن و تشخیصشون عالیه,5,مثبت,96.2228,مثبت
دکتر قاسم شمس الدینی,تخصص بیماری‌های کودکان,یزد,واقعا تشخیص پزشکی و درمانشون عالی هست و از این که خدا وند خواست درمان دخترم با ایشون پیش بره بهترین شانس من بود🙏🏻,5,مثبت,98.6285,مثبت
دکتر قاسم شمس الدینی,تخصص بیماری‌های کودکان,یزد,بهترین پزشک کودکان یزد ایشون هستند. بسیار خوش اخلاق و مسؤل و تشخیص عالی,5,مثبت,98.3312,مثبت
دکتر قاسم شمس الدینی,تخصص بیماری‌های کودکان,یزد,با ادب و احترام کامل حرف های همراه بیمار رو گوش میده و توضیحات لازم در زمینه های مربوطه را به طور بسیار شفاف و ساده بیان میکنه,5,مثبت,96.7753,مثبت
دکتر محمد حلاج مفرد (مطب کاشان),تخصص بیماری‌های کودکان,کاشان,به نظر من آقای دکتر حلاج بسیار با اخلاق و حاذق و صبور هستن فرزند من ۳ سالشه و از زمان تولد تا الان هر بیماری داشته پیشه آقای دکتر درمان شده من واقعا از شیوه ی درمان و داروهای که تجویز میکنند راضی هستم و امیدوارم همیشه سلامت باشند ...,5,مثبت,97.471,مثبت
دکتر محمد حلاج مفرد (مطب کاشان),تخصص بیماری‌های کودکان,کاشان,دکتری عالی کاردرست کار بلد مطمئن پرفکت,5,مثبت,96.0047,مثبت
دکتر محمد حلاج مفرد (مطب کاشان),تخصص بیماری‌های کودکان,کاشان,بسیار دکتر خوبی هستن دخترم ۸ سالشه از تولد تا حالا اگه مریضی داشته باشه پیش آقای دکتر میبرم فقط با ی نسخه خوب میشه !از همه مهتر پیش بینی حال مریضه که انجام میدن و من خیلی از این بابت راضیم مثلا که اگه دو روز آینده همچین علائمی داشت این دارو رو استفاده کنه.....الان کمتر دکتری این روشو داره تا حالا که ندیدم اکثرا میگن خوب نشد بیا,5,مثبت,96.7604,مثبت
دکتر محمد حلاج مفرد (مطب کاشان),تخصص بیماری‌های کودکان,کاشان,بسیار دکتر خوب و کار بلدی هستن,5,مثبت,96.5639,مثبت
دکتر محمد حلاج مفرد (مطب کاشان),تخصص بیماری‌های کودکان,کاشان,بهترین و صبور ترین و با اخلاق ترین دکتر ی هستن که تا بحال دیدم♥️,5,مثبت,97.8314,مثبت
دکتر محمد حلاج مفرد (مطب کاشان),تخصص بیماری‌های کودکان,کاشان,"برای هر بیمار خیلی وقت میزارند، با صبرو حوصله و خوش رویی برخورد میکنند، تشخیص خیلی خوبی دارند، کامل شرایط میپرسند و اقدامات لازم رو توضیح میدهند.",5,مثبت,97.7164,مثبت
دکتر سیدمحمدسعید ناصری,تخصص بیماری‌های کودکان,کرج,عالی بود,5,مثبت,93.2885,مثبت
دکتر مجید وارث وزیریان,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم کودکان (اندوکرینولوژی کودکان),کرمان,عالی,5,مثبت,96.731,مثبت
دکتر مجید وارث وزیریان,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم کودکان (اندوکرینولوژی کودکان),کرمان,دکتر بسیار خوبیه با دانش با اخلاق,4,مثبت,95.9906,مثبت
دکتر هاله ناصر حجتی رودسری,"فلوشیپ جراحی کلیه، مجاری ادراری و تناسلی کودکان (اورولوژی کودکان)",تهران,واقعاً یک دکتر نمونه‌های وکاردرست که من دیدم خانم دکتر حجتی هست با وجدان وکاردرست ودلسوز من از ایشان تشکر میکنم به خیلی لطف کردن,5,مثبت,98.1154,مثبت
دکتر منوچهر عسگری,فوق تخصص طب نوزادی و پیرامون تولد,تهران,فوق العاده یک پزشک به تمام معنا,5,مثبت,98.5474,مثبت
دکتر منوچهر عسگری,فوق تخصص طب نوزادی و پیرامون تولد,تهران,عالی بهترین متخصص اطفال,5,مثبت,96.8251,مثبت
دکتر منوچهر عسگری,فوق تخصص طب نوزادی و پیرامون تولد,تهران,در تشخیص عالی.,5,مثبت,94.3998,مثبت
دکتر منوچهر عسگری,فوق تخصص طب نوزادی و پیرامون تولد,تهران,بهترین و صبورترین دکتر,4.2,مثبت,96.3447,مثبت
دکتر حسین شجاع الدینی اردکانی,فلوشیپ بیماری‌های مغز و اعصاب کودکان (نورولوژی کودکان),کرج,عالی بود,3,مثبت,93.2885,مثبت
دکتر الهه موحدی مقدم,فوق تخصص طب نوزادی و پیرامون تولد,یزد,قطعا یکی از بهترین و زبده ترین ها تو حرفه پزشکی هستن مثل مادر دلسوز و بسیار با سواد و با اخلاق دختر ۳ ساله من که عاشقه خانم دکترشه,5,مثبت,98.4533,مثبت
دکتر الهه موحدی مقدم,فوق تخصص طب نوزادی و پیرامون تولد,یزد,بسیار خوش اخلاق همه چی تموم هستن,5,مثبت,97.1026,مثبت
دکتر الهه موحدی مقدم,فوق تخصص طب نوزادی و پیرامون تولد,یزد,بسیار خوش اخلاق و صبور,5,مثبت,95.521,مثبت
دکتر الهه موحدی مقدم,فوق تخصص طب نوزادی و پیرامون تولد,یزد,بسیار دکتر خوش اخلاق و صبور ی هستند. پزشک معالج بسیار عالی.,5,مثبت,97.3225,مثبت
دکتر صدیقه اخوان کرباسی,تخصص بیماری‌های کودکان,یزد,"در یک کلام فوق العاده هستند ایشون، بسیار باحوصله،خوش برخورد،متخصص و متعهد تشخیص درست و در عین حال تاکید بر روی استفاده داروها در چند مرحله به ترتیب از کمترین عوارض",5,مثبت,97.9733,مثبت
دکتر صدیقه اخوان کرباسی,تخصص بیماری‌های کودکان,یزد,با سلام بسیار دکتر خوب با صبر حوصله خوش اخلاق توضیحات لازم رو میدن درد رو تشخیص میدن تاکید رو نحوه مصرف دارو ..خدا حافظ شون باشن,4,مثبت,86.1748,مثبت
دکتر صدیقه اخوان کرباسی,تخصص بیماری‌های کودکان,یزد,عاااالی هستند. خیلی با دقت و حوصله و با تجربه ی زیاد و کار درست هستند,5,مثبت,96.7021,مثبت
دکتر صدیقه اخوان کرباسی,تخصص بیماری‌های کودکان,یزد,بسییییار دکتر بااخلاق و مهربان و بادقتی هستن. تشخیصشون عالییییه,5,مثبت,97.0889,مثبت
دکتر صدیقه اخوان کرباسی,تخصص بیماری‌های کودکان,یزد,دکتر تا تشخیص دقیق بیماری را ندهد دارو تجویز نمیکند,5,منفی,62.8389,مثبت
دکتر صدیقه اخوان کرباسی,تخصص بیماری‌های کودکان,یزد,خیلی باحوصله هستن و قشنگ به سوالات جواب میدن خدا خیرشون بده,5,مثبت,93.2165,مثبت
دکتر صدیقه اخوان کرباسی,تخصص بیماری‌های کودکان,یزد,"بهترین دکتر اطفالی که میشناسم ایشون هستن ،تشخیصشون عالی است و با صبر و حوصله فراوان بیمار را ویزیت میکنند و نحوه درمان برای مادر توضیح می دهند",5,مثبت,98.6603,مثبت
دکتر صدیقه اخوان کرباسی,تخصص بیماری‌های کودکان,یزد,بسیار دکتر باحوصله و با دقتی هستن و خوب همه چیز را توضیح میدهند عالی هستن دکتر خودم بودن و الان بچها م رامیبرم,5,مثبت,97.4299,مثبت
دکتر صدیقه اخوان کرباسی,تخصص بیماری‌های کودکان,یزد,سلام برای مادر در شرایط بیماری که خیلی پر اضطراب هست خیلی مهمه که دکتر با حوصله وصبر توضیح بده وچِک کنه که متوجه شدی یا نه ...خانم دکتر علاوه بر تشخیص خوب بسیار خوب ودقیق به مادر توضیح میدن....خدا خیرشان بده,5,مثبت,91.8641,مثبت
دکتر صدیقه اخوان کرباسی,تخصص بیماری‌های کودکان,یزد,با سلام خانم دکتر با دقت و با حوصله و مهربان و خوش برخورد,5,مثبت,91.5661,مثبت
دکتر سعید ابطحی,فوق تخصص بیماری‌های قلب کودکان,مشهد,دکتر خوب و خیلی با اخلاق. هستن برخورد خیلی خوبی دارن با مریض های خود فعلا برای تنگی دریچه قلب پسرم تحت درمان هستن,3.4,مثبت,95.5066,مثبت
دکتر سعید ابطحی,فوق تخصص بیماری‌های قلب کودکان,مشهد,خیلی دکتر خوبی هستد. منکه راضیم.,5,مثبت,91.059,مثبت
دکتر فاطمه نقیبی فرد,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم کودکان (اندوکرینولوژی کودکان),یزد,واقعا دکتر صبور و مهربان و دلسوزی هستن و برای بیمار با دل و جون وقت میزارن,4.8,مثبت,97.8367,مثبت
دکتر فاطمه نقیبی فرد,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم کودکان (اندوکرینولوژی کودکان),یزد,بسیار عالی با صبر و حوصله و دقت بالا من که خیلی از برخورد و نحوه طبابت راضی بودم انشاالله خداوند بهشون برکت و سلامتی بده,5,مثبت,98.4207,مثبت
دکتر فاطمه نقیبی فرد,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم کودکان (اندوکرینولوژی کودکان),یزد,"فهم درست دکتر و تجویز درست خیلی مهم هست ، که دکتر نقیبی فرد این پوئن رو دارن .",5,مثبت,93.8804,مثبت
دکتر فاطمه نقیبی فرد,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم کودکان (اندوکرینولوژی کودکان),یزد,بسیار بامعلومات و محترم هستن خانم دکتر و منشی خوش برخورد محترم و صبوری دارن من واقعا راضی بودم,5,مثبت,96.6847,مثبت
دکتر فاطمه نقیبی فرد,فوق تخصص بیماری‌های غدد درون‌ریز و متابولیسم کودکان (اندوکرینولوژی کودکان),یزد,به نظرم پزشک باسواد و زرنگی هستن. با دقت معاینه میکنن. ایکاش زودتر از اینها بابت رشد قدی پسرم بهشون مراجعه کرده بودم. امیدوارم دیر نشده باشه,5,مثبت,91.4115,مثبت
دکتر امیرحسین جعفری روحی,فوق تخصص بیماری‌های ریه کودکان,تبریز,دکتر فوق‌العاده با تجربه ای هس,5,مثبت,97.4738,مثبت
دکتر امیرحسین جعفری روحی,فوق تخصص بیماری‌های ریه کودکان,تبریز,عالی,5,مثبت,96.731,مثبت
دکتر امیرحسین جعفری روحی,فوق تخصص بیماری‌های ریه کودکان,تبریز,عالی,5,مثبت,96.731,مثبت
دکتر منیژه قره باغی,تخصص بیماری‌های کودکان,تبریز,خانم دکتر بسیار باسواد وباشخصیت هستند.,5,مثبت,96.1326,مثبت
دکتر محمدمسعود عظیم زاده,تخصص بیماری‌های کودکان,کرج,دکتر فهیم و متخصص,5,مثبت,93.5301,مثبت
دکتر محمدمسعود عظیم زاده,تخصص بیماری‌های کودکان,کرج,بادرمان عالی دکترآلرژی پسرم درمان شد وازین بابت واقعاااسپاسگزارایشون هستم,5,مثبت,98.6824,مثبت
دکتر محمدمسعود عظیم زاده,تخصص بیماری‌های کودکان,کرج,بسیار مجرب و بااخلاق و حازق هستن هیچ پزشکی به اندازه ایشون برای بیمار وقت نمیگذارند و دلسوزی نمیکنن خداوند حافظ چنین پزشکان انسانی,5,مثبت,97.188,مثبت
دکتر محمدمسعود عظیم زاده,تخصص بیماری‌های کودکان,کرج,بسیار عالیه پسرم ۱۰ماه میبرم ونتیجه گرفتم سپاس فراوان از اقای دکتر,5,مثبت,98.5466,مثبت
دکتر محمدمسعود عظیم زاده,تخصص بیماری‌های کودکان,کرج,خوب بود,5,مثبت,76.9614,مثبت
دکتر محمدمسعود عظیم زاده,تخصص بیماری‌های کودکان,کرج,بسیار بسیار رضایت دارم ... خیلی خوب برای بیمار وقت میزارن و درمان و تشخیص عالیه,5,مثبت,97.5931,مثبت
دکتر محمدمسعود عظیم زاده,تخصص بیماری‌های کودکان,کرج,یکی از بهترین دکتر های که دیدم واقعا کار درست و دلسوز,5,مثبت,98.5888,مثبت
دکتر عبدالرضا ملک,فوق تخصص بیماری‌های روماتولوژی کودکان,مشهد,سلام؛بسیارپزشک بااخلاق حرفه ای؛ودقت نظر وبرخوردعالی.درمان فقط بایک نسخه.خداخیرتون بدهدآقای دکترملک.,5,مثبت,97.8939,مثبت
دکتر حسین گرگانی,تخصص بیماری‌های کودکان,بناب,خیلی راضی هستم,5,مثبت,91.4065,مثبت
دکتر حسین گرگانی,تخصص بیماری‌های کودکان,بناب,عالی,4,مثبت,96.731,مثبت
دکتر حسین گرگانی,تخصص بیماری‌های کودکان,بناب,عالی بود,5,مثبت,93.2885,مثبت
دکتر حسین گرگانی,تخصص بیماری‌های کودکان,بناب,واقعا عالی هستن,5,مثبت,96.0184,مثبت
دکتر علی هوایی,تخصص بیماری‌های کودکان,اصفهان,هردوتا بچم از نوزادی زیر نظر ایشونن حدود ده ساله بااینکه مسیرمون هم دوره ولی اول تشخیص ودرمان بجاو اخلاق خوب و آرامشی که دارند قابل تحسینه حتی دیدم کسایی که چندین دکتر بچه هاشونو برده بودن بی نتیجه بود وایشون سریع بیماریشونو تشخیص دادن...بادقت بچه هارو معاینه میکنن وبسیار صبور ومردم دار هستند...وداروی قوی ابتدا به بچه ها نمیدن تا سریع بچه خوب بشه معتقد به طول درمان هستند....,5,مثبت,96.9511,مثبت
دکتر علی هوایی,تخصص بیماری‌های کودکان,اصفهان,تشخیص فوق‌العاده شخصیت عالی و بی نظیر,5,مثبت,97.3029,مثبت
دکتر علی هوایی,تخصص بیماری‌های کودکان,اصفهان,دکتری عالی با اخلاق و در کار خود ماهر .بچه ام از نوزادی زیر نظر ایشون هستند و در تشخیص و درمان عالی بودند,5,مثبت,97.7736,مثبت
دکتر علی هوایی,تخصص بیماری‌های کودکان,اصفهان,تشخیص و اخلاق فوق العاده ای دارن.تمکان نداره بچه هام را ببرن پیش ایشون و خوب نشن,5,خنثی,71.4229,مثبت
دکتر فرهاد قهرمانی,فوق تخصص بیماری‌های گوارش کودکان,شیراز,تازه رفتم دکتر با اخلاق و دقیق گوش میدادند به حرفام,5,مثبت,95.1183,مثبت
دکتر فرهاد قهرمانی,فوق تخصص بیماری‌های گوارش کودکان,شیراز,خوب بود,3,مثبت,76.9614,مثبت
